Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02,0.6279,0.6279,0.6179,0.6229,374400,0.0,0
2020-01-03,0.6179,0.6229,0.6179,0.6179,402200,0.0,0
2020-01-06,0.6179,0.6229,0.6129,0.6179,230200,0.0,0
2020-01-07,0.6129,0.6279,0.6129,0.6179,487800,0.0,0
2020-01-08,0.6229,0.6428,0.6229,0.6329,919700,0.0,0
2020-01-09,0.6378,0.6827,0.6329,0.6727,2096500,0.0,0
2020-01-10,0.6727,0.6727,0.6229,0.6329,1362500,0.0,0
2020-01-13,0.6279,0.6528,0.6279,0.6329,470000,0.0,0
2020-01-14,0.6329,0.6428,0.6279,0.6428,138200,0.0,0
2020-01-15,0.6329,0.6378,0.6179,0.6329,437500,0.0,0
2020-01-16,0.6279,0.6279,0.6229,0.6229,274600,0.0,0
2020-01-17,0.6279,0.6279,0.6229,0.6279,74600,0.0,0
2020-01-20,0.6279,0.6279,0.6179,0.6229,417400,0.0,0
2020-01-21,0.6179,0.6229,0.6129,0.6229,425300,0.0,0
2020-01-22,0.6229,0.6279,0.6179,0.6279,846400,0.0,0
2020-01-23,0.6279,0.6279,0.6179,0.6229,170100,0.0,0
2020-01-24,0.6229,0.6229,0.6229,0.6229,0,0.0,0
2020-01-28,0.6229,0.6528,0.6229,0.6428,890400,0.0,0
2020-01-29,0.6528,0.6578,0.6329,0.6329,798700,0.0,0
2020-01-30,0.6428,0.6428,0.6279,0.6378,425200,0.0,0
2020-01-31,0.6329,0.6378,0.6129,0.6179,444000,0.0,0
2020-02-03,0.6079,0.6279,0.6079,0.6129,604900,0.0,0
2020-02-04,0.6129,0.6179,0.6079,0.6129,597300,0.0,0
2020-02-05,0.6179,0.6179,0.6129,0.6179,247400,0.0,0
2020-02-06,0.6179,0.6279,0.6129,0.6129,792400,0.0,0
2020-02-07,0.6179,0.6229,0.6129,0.6179,356600,0.0,0
2020-02-10,0.6179,0.6179,0.603,0.6179,466200,0.0,0
2020-02-11,0.6079,0.6129,0.603,0.603,740800,0.0,0
2020-02-12,0.603,0.6129,0.603,0.6079,320300,0.0,0
2020-02-13,0.6079,0.6129,0.603,0.6079,389100,0.0,0
2020-02-14,0.6079,0.6129,0.603,0.6129,160000,0.0,0
2020-02-17,0.6079,0.6129,0.6079,0.6129,196600,0.0,0
2020-02-18,0.6079,0.6129,0.603,0.6129,339000,0.0,0
2020-02-19,0.6129,0.6129,0.6079,0.6079,249300,0.0,0
2020-02-20,0.6129,0.6428,0.6079,0.6329,3815000,0.0,0
2020-02-21,0.6378,0.6528,0.6329,0.6478,2512100,0.0,0
2020-02-24,0.6279,0.6578,0.6279,0.6428,3516000,0.0,0
2020-02-25,0.6378,0.6378,0.6279,0.6279,1311800,0.0,0
2020-02-26,0.6279,0.6478,0.6229,0.6329,1373500,0.0,0
2020-02-27,0.6279,0.6428,0.6229,0.6229,2572800,0.0,0
2020-02-28,0.6179,0.6229,0.603,0.6129,1053400,0.0,0
2020-03-02,0.603,0.6179,0.603,0.6129,2656600,0.0,0
2020-03-03,0.6129,0.6179,0.6079,0.6129,1533200,0.0,0
2020-03-04,0.603,0.6129,0.598,0.598,1306200,0.0,0
2020-03-05,0.598,0.603,0.593,0.593,2131300,0.0,0
2020-03-06,0.595,0.595,0.57,0.57,1822700,0.002013,0
2020-03-09,0.56,0.56,0.5,0.51,2161600,0.0,0
2020-03-10,0.5,0.545,0.48,0.505,1832400,0.0,0
2020-03-11,0.505,0.505,0.495,0.5,385200,0.0,0
2020-03-12,0.48,0.51,0.47,0.475,188900,0.0,0
2020-03-13,0.47,0.47,0.395,0.43,989500,0.0,0
2020-03-16,0.43,0.43,0.38,0.41,1238500,0.0,0
2020-03-17,0.39,0.42,0.39,0.415,931500,0.0,0
2020-03-18,0.41,0.42,0.39,0.41,568700,0.0,0
2020-03-19,0.395,0.41,0.39,0.4,706000,0.0,0
2020-03-20,0.4,0.405,0.39,0.395,917300,0.0,0
2020-03-23,0.395,0.395,0.365,0.39,967800,0.0,0
2020-03-24,0.39,0.4,0.39,0.395,547500,0.0,0
2020-03-25,0.4,0.435,0.37,0.395,1339400,0.0,0
2020-03-26,0.395,0.405,0.395,0.4,222900,0.0,0
2020-03-27,0.395,0.425,0.395,0.41,900100,0.0,0
2020-03-30,0.405,0.425,0.405,0.415,348400,0.0,0
2020-03-31,0.42,0.45,0.42,0.445,1152400,0.0,0
2020-04-01,0.44,0.455,0.43,0.43,469500,0.0,0
2020-04-02,0.425,0.445,0.42,0.44,296600,0.0,0
2020-04-03,0.445,0.45,0.44,0.445,676800,0.0,0
2020-04-06,0.44,0.45,0.44,0.45,813900,0.0,0
2020-04-07,0.46,0.5,0.455,0.495,1828100,0.0,0
2020-04-08,0.495,0.505,0.48,0.485,564300,0.0,0
2020-04-09,0.48,0.5,0.48,0.49,134100,0.0,0
2020-04-10,0.49,0.5,0.485,0.49,251000,0.0,0
2020-04-13,0.49,0.5,0.485,0.5,88300,0.0,0
2020-04-14,0.5,0.5,0.49,0.5,289800,0.0,0
2020-04-15,0.5,0.5,0.49,0.5,190100,0.0,0
2020-04-16,0.49,0.495,0.49,0.49,231400,0.0,0
2020-04-17,0.495,0.5,0.49,0.5,470800,0.0,0
2020-04-20,0.5,0.51,0.5,0.5,371000,0.0,0
2020-04-21,0.5,0.5,0.485,0.49,278100,0.0,0
2020-04-22,0.485,0.485,0.475,0.485,393400,0.0,0
2020-04-23,0.485,0.485,0.475,0.48,331100,0.0,0
2020-04-24,0.475,0.48,0.47,0.48,202200,0.0,0
2020-04-27,0.48,0.495,0.48,0.49,534900,0.0,0
2020-04-28,0.49,0.495,0.485,0.485,146300,0.0,0
2020-04-29,0.49,0.555,0.49,0.545,5641800,0.0,0
2020-04-30,0.55,0.55,0.515,0.53,1508900,0.0,0
2020-05-04,0.52,0.605,0.515,0.59,19178200,0.0,0
2020-05-05,0.59,0.605,0.57,0.575,4080000,0.0,0
2020-05-06,0.575,0.585,0.555,0.57,1649900,0.0,0
2020-05-08,0.57,0.58,0.555,0.56,3757100,0.0,0
2020-05-12,0.57,0.6,0.565,0.585,9870600,0.0,0
2020-05-13,0.585,0.625,0.57,0.575,17140600,0.0,0
2020-05-14,0.575,0.585,0.545,0.55,3413300,0.0,0
2020-05-15,0.56,0.56,0.54,0.55,1812200,0.0,0
2020-05-18,0.545,0.56,0.54,0.545,1561900,0.0,0
2020-05-19,0.55,0.56,0.54,0.54,1347700,0.0,0
2020-05-20,0.545,0.555,0.54,0.555,1210700,0.0,0
2020-05-21,0.56,0.565,0.55,0.555,768300,0.0,0
2020-05-22,0.555,0.555,0.535,0.535,916700,0.0,0
2020-05-27,0.54,0.54,0.52,0.52,1362700,0.0,0
2020-05-28,0.52,0.52,0.51,0.51,799400,0.0,0
2020-05-29,0.51,0.54,0.51,0.52,2078900,0.0,0
2020-06-03,0.53,0.53,0.52,0.525,644100,0.0,0
2020-06-04,0.52,0.53,0.52,0.525,1135400,0.0,0
2020-06-05,0.525,0.525,0.515,0.525,560600,0.0,0
2020-06-09,0.53,0.53,0.52,0.52,711600,0.0,0
2020-06-10,0.52,0.525,0.515,0.52,637400,0.0,0
2020-06-11,0.515,0.535,0.515,0.53,1448600,0.0,0
2020-06-12,0.515,0.525,0.51,0.52,964700,0.0,0
2020-06-15,0.52,0.52,0.51,0.51,921400,0.0,0
2020-06-16,0.515,0.52,0.515,0.52,338900,0.0,0
2020-06-17,0.52,0.53,0.515,0.53,480100,0.0,0
2020-06-18,0.53,0.53,0.525,0.525,753800,0.0,0
2020-06-19,0.525,0.525,0.51,0.515,749900,0.0,0
